N-gramm,Count
part black,1
quarrel upon,1
holy seems,1
one holy,1
after duke,1
thirsts after,1
therefore dare,1
my incertain,1
his boot,1
incertain grounds,1
what observance,1
countess by,1
melancholy man,1
her countess,1
not along,1
happened all,1
field duke,1
fell to,1
avails they,1
your avails,1
better fall,1
when better,1
places well,1
settle you,1
them settle,1
can fly,1
duke welcome,1
physic lord,1
for physic,1
will day,1
ease will,1
their ease,1
surfeit on,1
our nature,1
younger of,1
pleasure duke,1
guess lord,1
fail as,1
grounds to,1
religious else,1
me religious,1
absent friends,1
off cap,1
countess marry,1
men clown,1
answer will,1
precisely were,1
fellow to,1
indeed such,1
nor cap,1
lip nor,1
hands lip,1
leg hands,1
neither leg,1
has neither,1
nothing has,1
cap kiss,1
leg put,1
his hole,1
off at,1
easily put,1
manners he,1
any manners,1
lent a,1
clown truly,1
court countess,1
contempt to,1
such contempt,1
special when,1
you special,1
place make,1
court why,1
court clown,1
a bountiful,1
bountiful answer,1
clown it,1
barber chair,1
the nail,1
mayday as,1
for mayday,1
morris for,1
a morris,1
pancake for,1
a pancake,1
forefinger as,1
tom forefinger,1
for tom,1
rush for,1
tib rush,1
as tib,1
punk as,1
taffeta punk,1
your taffeta,1
attorney as,1
an attorney,1
groats is,1
ten groats,1
clown as,1
serve fit,1
answer serve,1
countess will,1
buttock clown,1
any buttock,1
buttocks the,1
all buttocks,1
chair that,1
taught i,1
lowly taught,1
highly fed,1
resolv patient,1
own time,1
so make,1
serv so,1
my performance,1
observ thy,1
premises observ,1
bestow helena,1
vassal whom,1
thy vassal,1
one thy,1
state but,1
or image,1
any branch,1
propagate with,1
to propagate,1
humble name,1
and humble,1
france my,1
choose from,1
arrogance to,1
the arrogance,1
exempted be,1
command exempted,1
thy power,1
what husband,1
hand what,1
kingly hand,1
thy kingly,1
then shalt,1
thy resolv,1
patient on,1
myself highly,1
still rely,1
breeding countess,1
now put,1
countess come,1
deed king,1
thy deed,1
match thy,1
shall match,1
deed shall,1
my deed,1
as word,1
proceed as,1
thou proceed,1
ho if,1
some help,1
blest give,1
undoubted blest,1
and undoubted,1
unquestion welcome,1
rest unquestion,1
but rest,1
tended on,1
how tended,1
whence thou,1
trust from,1
know could,1
though more,1
must though,1
question thee,1
rely more,1
nail to,1
hole the,1
expecting absent,1
merrily with,1
kinsmen and,1
my kinsmen,1
back commend,1
present answer,1
urge her,1
and urge,1
helen this,1
give helen,1
countess an,1
again clown,1
well again,1
serves well,1
why serves,1
fool countess,1
so merrily,1
cuckold to,1
entertai so,1
to entertai,1
housewife with,1
noble housewife,1
ever clown,1
serve ever,1
serve long,1
things may,1
worse luck,1
had worse,1
bound countess,1
but bound,1
whipping if,1
a whipping,1
son this,1
much countess,1
much commendation,1
commendation to,1
knowledge when,1
seeming knowledge,1
into seeming,1
ourselves into,1
ensconcing ourselves,1
terrors ensconcing,1
of terrors,1
make trifles,1
causeless hence,1
and causeless,1
supernatural and,1
things supernatural,1
familiar things,1
and familiar,1
modern and,1
make modern,1
philosophical persons,1
our philosophical,1
miracles are,1
say miracles,1
three paris,1
countess haste,1
legs clown,1
am there,1
fruitfully i,1
most fruitfully,1
clown most,1
me countess,1
much employment,1
answer very,1
whipping you,1
sequent to,1
trifle neither,1
all demands,1
fit all,1
must fit,1
monstrous size,1
most monstrous,1
question clown,1
any question,1
fit any,1
constable it,1
your constable,1
to beneath,1
from below,1
clown from,1
fitness for,1
such fitness,1
countess have,1
skin clown,1
his skin,1
pudding to,1
the pudding,1
mouth nay,1
friar mouth,1
lip to,1
nun lip,1
wrangling knave,1
a wrangling,1
quean to,1
scolding quean,1
horn as,1
demands countess,1
faith if,1
very sequent,1
learned should,1
indeed your,1
cry lord,1
countess do,1
think countess,1
whipped sir,1
lately whipped,1
were lately,1
countess you,1
nay put,1
meat countess,1
homely meat,1
this homely,1
can eat,1
thick spare,1
thick thick,1
sir thick,1
countess sir,1
hundred of,1
putting off,1
simple putting,1
courtier countess,1
wiser by,1
hoping to,1
question hoping,1
fool in,1
be young,1
learn clown,1
courtier it,1
belongs ask,1
heaven king,1
sceptre and,1
my sceptre,1
proffers not,1
that square,1
knows as,1
things knows,1
barr it,1
is barr,1
by breath,1
merit so,1
inspired merit,1
helena inspired,1
reward king,1
their reward,1
reap thanks,1
took reap,1
not took,1
paid proffers,1
even helena,1
by thyself,1
us must,1
pains not,1
maid thy,1
well kind,1
thee fare,1
fits helena,1
most fits,1
despair most,1
coldest and,1
is coldest,1
where hope,1
hits where,1
it hits,1
square our,1
our guess,1
by shows,1
is presumption,1
their fiery,1
bring their,1
horses of,1
grace ere,1
lending grace,1
grace lending,1
cure king,1
my cure,1
space thou,1
what space,1
within what,1
confident within,1
so confident,1
king art,1
cure helena,1
you past,1
power nor,1
past power,1
my art,1
mine aim,1
that proclaim,1
impostor that,1
experiment i,1
an experiment,1
heaven not,1
endeavours give,1
my endeavours,1
men dear,1
presumption in,1
promises and,1
it promises,1
where most,1
oft does,1
is finisher,1
works is,1
greatest works,1
remedy he,1
rest remedy,1
try since,1
hurt to,1
do can,1
art king,1
no art,1
my peril,1
knowing all,1
full i,1
near death,1
one near,1
such thanks,1
grateful thou,1
call grateful,1
thee less,1
me back,1
modest one,1
thoughts a,1
royal thoughts,1
entreating from,1
humbly entreating,1
you humbly,1
enforce mine,1
more enforce,1
duty then,1
finisher oft,1
does them,1
oft there,1
weakest minister,1
most oft,1
fails and,1
expectation fails,1
oft expectation,1
denied oft,1
been denied,1
greatest been,1
miracles have,1
when miracles,1
dried when,1
have dried,1
seas have,1
great seas,1
sources and,1
simple sources,1
from simple,1
flown from,1
have flown,1
great floods,1
babes great,1
been babes,1
judges have,1
shown when,1
judgment shown,1
hath judgment,1
babes hath,1
in babes,1
holy writ,1
minister so,1
fiery torcher,1
torcher his,1
his diurnal,1
hazard needs,1
can happy,1
prime can,1
and prime,1
happiness and,1
that happiness,1
virtue all,1
courage virtue,1
wisdom courage,1
beauty wisdom,1
youth beauty,1
estimate youth,1
hath estimate,1
thee hath,1
worth name,1
rate worth,1
can rate,1
life can,1
way thy,1
saves another,1
sense saves,1
sense sense,1
slay in,1
would slay,1
impossibility would,1
what impossibility,1
organ weak,1
an organ,1
powerful sound,1
his powerful,1
happy call,1
must intimate,1
blessed spirit,1
intimate skill,1
demand king,1
twosix make,1
you promise,1
help what,1
fee but,1
my fee,1
helping death,1
not helping,1
deserv not,1
unpitied let,1
spoke unpitied,1
in property,1
flinch in,1
or flinch,1
break time,1
twosix if,1
die king,1
own death,1
ministers thine,1
that ministers,1
physic i,1
thy physic,1
practiser thy,1
sweet practiser,1
desperate sweet,1
monstrous desperate,1
or monstrous,1
infinite or,1
skill infinite,1
spirit doth,1
methinks in,1
diurnal ring,1
sickness freely,1
health shall,1
fly health,1
shall fly,1
parts shall,1
sound parts,1
your sound,1
infirm from,1
is infirm,1
pass what,1
minutes how,1
thievish minutes,1
the thievish,1
told the,1
glass hath,1
pilot glass,1
the pilot,1
lamp or,1
sleepy lamp,1
his sleepy,1
hath quench,1
hesperus hath,1
moist hesperus,1
damp moist,1
occidental damp,1
and occidental,1
murk and,1
in murk,1
twice in,1
ring ere,1
live free,1
freely die,1
twosix methinks,1
die helena,1
ended helena,1
be ended,1
torture let,1
vilest torture,1
with vilest,1
otherwise nay,1
sear otherwise,1
name sear,1
maiden name,1
ballads my,1
odious ballads,1
by odious,1
traduc by,1
shame traduc,1
divulged shame,1
a divulged,1
boldness a,1
strumpet boldness,1
impudence a,1
of impudence,1
tax of,1
helena tax,1
venture king,1
thou venture,1
confidence what,1
and confidence,1
certainty and,1
thy certainty,1
king upon,1
should submit,1
submit ourselves,1
unknown fear,1
a dropsied,1
breed honour,1
these breed,1
immediate heir,1
she immediate,1
nature she,1
young wise,1
title she,1
property by,1
vileness is,1
name vileness,1
good without,1
good alone,1
honour good,1
dropsied honour,1
virtue none,1
four lafeu,1
additions swell,1
great additions,1
where great,1
deed where,1
doer deed,1
dignified by,1
is dignified,1
proceed the,1
things proceed,1
virtuous things,1
when virtuous,1
lowest place,1
from lowest,1
daughter thou,1
is honour,1
honour scorn,1
scorn which,1
which challenges,1
dust and,1
where dust,1
dumb where,1
is dumb,1
oft is,1
trophy and,1
lying trophy,1
a lying,1
every grave,1
tomb on,1
every tomb,1
debosh on,1
slave debosh,1
mere word,1
foregoers the,1
our foregoers,1
derive than,1
them derive,1
we them,1
acts we,1
our acts,1
rather from,1
when rather,1
thrive when,1
honours thrive,1
sire honours,1
the sire,1
honour born,1
challenges itself,1
save what,1
virtuous save,1
mighty if,1
bed king,1
my sickly,1
rais me,1
has rais,1
know why,1
never hope,1
eyes bertram,1
highness in,1
she thy,1
bertram take,1
young bertram,1
then young,1
man helena,1
guiding power,1
your guiding,1
live into,1
ever whilst,1
service ever,1
threethree stage,1
already lafeu,1
thee already,1
known thee,1
fourteen i,1
of fourteen,1
wine but,1
father drunk,1
sure thy,1
grape yet,1
one grape,1
threethree there,1
sickly bed,1
but follows,1
so mighty,1
down must,1
differences so,1
in differences,1
stand off,1
distinction yet,1
confound distinction,1
quite confound,1
would quite,1
together would,1
pour all,1
heat pour,1
weight and,1
colour weight,1
bloods of,1
up strange,1
build up,1
can build,1
only title,1
threethree only,1
me ever,1
corrupt me,1
rather corrupt,1
disdain rather,1
wife disdain,1
charge a,1
father charge,1
breeding at,1
raising i,1
your raising,1
must answer,1
and damn,1
damn oblivion,1
oblivion is,1
late was,1
flies where,1
honour flies,1
dole of,1
what dole,1
creation and,1
great creation,1
eyes when,1
submit my,1
i submit,1
threefive pardon,1
answer king,1
thine answer,1
speak thine,1
pity speak,1
all terms,1
without all,1
justice without,1
loosing upon,1
hate loosing,1
ignorance both,1
lapse of,1
careless lapse,1
the careless,1
staggers and,1
ever into,1
throw thee,1
claims or,1
power claims,1
owes and,1
which late,1
nobler thoughts,1
both thy,1
thoughts most,1
space expecting,1
coming space,1
more attend,1
solemn feast,1
perform the,1
expedient on,1
seem expedient,1
ceremony shall,1
whose ceremony,1
contract whose,1
king smile,1
threefive good,1
hand bertram,1
replete king,1
more replete,1
balance more,1
a balance,1
estate a,1
thy estate,1
counterpoise if,1
a counterpoise,1
promise a,1
threefive take,1
born so,1
as born,1
ennobled is,1
so ennobled,1
praised of,1
the praised,1
duty owes,1
which both,1
honour bones,1
dost in,1
unworthy this,1
boy unworthy,1
scornful boy,1
proud scornful,1
hand proud,1
produce my,1
defeat i,1
to defeat,1
stake which,1
go helena,1
rest go,1
glad let,1
restor my,1
well restor,1
choose king,1
shouldst strive,1
thyself if,1
bertram threefour,1
wealth from,1
and wealth,1
dower honour,1
own dower,1
rest virtue,1
create the,1
can create,1
this creature,1
canst like,1
said if,1
bones indeed,1
good gift,1
in vile,1
right which,1
vile misprision,1
obedient right,1
that obedient,1
own fortunes,1
do thine,1
presently do,1
but presently,1
good believe,1
travails in,1
which travails,1
obey our,1
contempt obey,1
thy contempt,1
check thy,1
grow check,1
we please,1
thine honour,1
plant thine,1
beam that,1
weigh thee,1
scale shall,1
defective scale,1
her defective,1
poising us,1
we poising,1
dream we,1
desert thou,1
her desert,1
shackle up,1
misprision shackle,1
lafeu threethree,1
threetwo fair,1
fear lafeu,1
head why,1
call before,1
threeone go,1
so lafeu,1
threeone god,1
helen parolles,1
this helen,1
vinaigre is,1
du vinaigre,1
mort du,1
threeone mort,1
parolles threeone,1
coranto lafeu,1
lead her,1
he able,1
better whilst,1
four threetwo,1
dutchman says,1
lustig as,1
thirty lustig,1
said it,1
thankful lafeu,1
generally thankful,1
be generally,1
than alone,1
further use,1
indeed give,1
should indeed,1
transcendence which,1
great transcendence,1
power great,1
court stage,1
sit my,1
my preserver,1
preserver by,1
frank election,1
thy frank,1
both power,1
bestowing whom,1
my bestowing,1
bachelors stand,1
noble bachelors,1
youthful parcel,1
this youthful,1
forth thine,1
maid send,1
several lords,1
naming stage,1
thy naming,1
but attends,1
gift which,1
promised gift,1
my promised,1
confirmation of,1
the confirmation,1
time receive,1
repeal a,1
hast repeal,1
banish sense,1
whose banish,1
healthful hand,1
this healthful,1
patient side,1
thy patient,1
great power,1
minister great,1
debile minister,1
sure death,1
thirty uncertain,1
of parolles,1
assured of,1
man assured,1
helped lafeu,1
be helped,1
too parolles,1
incurable lafeu,1
out incurable,1
right so,1
fellows lafeu,1
authentic fellows,1
and authentic,1
thirty of,1
paracelsus lafeu,1
and paracelsus,1
galen and,1
of galen,1
thirty both,1
artists lafeu,1
the artists,1
relinquished of,1
be relinquished,1
is bertram,1
times parolles,1
our latter,1
shot out,1
hath shot,1
rarest argument,1
uncertain life,1
death lafeu,1
and debile,1
thirty just,1
thirty in,1
thirty very,1
be parolles,1
not acknowledge,1
facinorous spirit,1
most facinorous,1
tedious of,1
in lafeu,1
lustier me,1
not lustier,1
dolphin is,1
your dolphin,1
same parolles,1
actor lafeu,1
earthly actor,1
effect in,1
heavenly effect,1
showing of,1
a showing,1
call parolles,1
shall read,1
showing you,1
in showing,1
world lafeu,1
novelty to,1
a novelty,1
may truly,1
said parolles,1
just you,1
election make,1
make king,1
hast power,1
them whipp,1
threetwo do,1
leave helena,1
love grant,1
which great,1
receive which,1
wish receive,1
please lord,1
threetwo no,1
humble love,1
so wishes,1
times above,1
fortunes twenty,1
replies love,1
threateningly replies,1
too threateningly,1
eyes before,1
flames in,1
that flames,1
life lafeu,1
throw for,1
than throw,1
choice than,1
this choice,1
mute helena,1
is mute,1
threetwo thanks,1
and grant,1
suit helena,1
stream sir,1
were sons,1
whipp or,1
high do,1
the turk,1
blood helena,1
son out,1
happy and,1
too happy,1
young too,1
threetwo you,1
got lafeu,1
french got,1
english the,1
bastards to,1
are bastards,1
her sure,1
none have,1
ice they,1
are boys,1
threetwo these,1
wed helena,1
ever wed,1
fortune if,1
fairer fortune,1
find fairer,1
bed find,1
blessing upon,1
sake blessing,1
afraid that,1
third lord,1
to third,1
eunuchs of,1
make eunuchs,1
sighs stream,1
god most,1
to forsake,1
all threeone,1
health helena,1
restor the,1
me restor,1
through me,1
hath through,1
gentlemen heaven,1
threeone gentlemen,1
father king,1
well not,1
peruse them,1
threeone peruse,1
beard lafeu,1
writ as,1
broken than,1
were broken,1
mouth no,1
furniture my,1
his furniture,1
curtal and,1
bay curtal,1
give bay,1
each but,1
please marry,1
love please,1
fall when,1
mistress fall,1
virtuous mistress,1
threeone to,1
forsake helena,1
helena all,1
all helena,1
imperial love,1
simple maid,1
to imperial,1
altar do,1
thy altar,1
dian from,1
now dian,1
threetwo now,1
shuns all,1
love shuns,1
shuns thy,1
king threetwo,1
cheek for,1
thy cheek,1
death sit,1
white death,1
refus let,1
be refus,1
shouldst choose,1
blush that,1
me blush,1
whisper me,1
thus whisper,1
cheeks thus,1
blushes in,1
the blushes,1
maid please,1
simply am,1
i simply,1
wealthiest that,1
therein wealthiest,1
pilgrim thither,1
gone ambitious,1
dir soldier,1
peace lord,1
act lord,1
be forbid,1
council lord,1
his council,1
altogether of,1
this demand,1
into france,1
higher or,1
travel higher,1
he travel,1
rousillon do,1
will count,1
concluded lord,1
peace concluded,1
an overture,1
death her,1
hear there,1
what near,1
meantime what,1
other lord,1
whip of,1
the whip,1
presence must,1
counterfeit lord,1
curiously he,1
so curiously,1
wherein so,1
judgments wherein,1
own judgments,1
anatomized that,1
wife some,1
since fled,1
her pretence,1
pretence is,1
her story,1
own letters,1
stronger part,1
the stronger,1
justified lord,1
this justified,1
heaven lord,1
last breath,1
her last,1
groan of,1
fine made,1
her grief,1
became as,1
nature became,1
her nature,1
the tenderness,1
residing the,1
there residing,1
accomplished and,1
she accomplished,1
sanctimony she,1
austere sanctimony,1
most austere,1
undertaking with,1
holy undertaking,1
which holy,1
grand which,1
pilgrimage to,1
a pilgrimage,1
company anatomized,1
him see,1
approaches apace,1
two merely,1
ourselves what,1
are ourselves,1
rebellion as,1
our rebellion,1
delay our,1
god delay,1
composition lord,1
unchaste composition,1
the unchaste,1
himself made,1
and thinks,1
monumental ring,1
his monumental,1
spoil of,1
the spoil,1
fleshes his,1
he fleshes,1
renown and,1
chaste renown,1
most chaste,1
florence of,1
gentlewoman here,1
perverted a,1
hath perverted,1
grave of,1
spoken it,1
sixeight when,1
darkly with,1
dwell darkly,1
we lord,1
merely our,1
that approaches,1
own traitors,1
hour lord,1
dieted to,1
is dieted,1
midnight for,1
intents we,1
unlawful intents,1
our unlawful,1
trumpeters of,1
be trumpeters,1
damnable in,1
most damnable,1
stream himself,1
proper stream,1
nobility in,1
own nobility,1
contrives against,1
action contrives,1
ends so,1
abhorred ends,1
their abhorred,1
attain to,1
they attain,1
themselves till,1
reveal themselves,1
them reveal,1
still see,1
treasons we,1
all treasons,1
common course,1
story true,1
death itself,1
knave lord,1
duke done,1
main parcels,1
these main,1
my convoy,1
entertained my,1
returning entertained,1
am returning,1
lady mother,1
her writ,1
mourned for,1
wife mourned,1
nearest buried,1
his nearest,1
adieu with,1
my adieu,1
conge with,1
itself which,1
have conge,1
of success,1
abstract of,1
length by,1
month length,1
businesses a,1
sixteen businesses,1
dispatched sixteen,1
have dispatched,1
midnight bertram,1
lordship now,1
tartness here,1
king tartness,1
too sweet,1
of dispatch,1
dispatch effected,1
effected many,1
many nicer,1
poor gallant,1
night poor,1
stocks all,1
sat i,1
has sat,1
dir has,1
exeunt soldiers,1
sevenone bring,1
prophesier bertram,1
a prophesier,1
has deceived,1
model he,1
counterfeit model,1
soldier come,1
dialogue between,1
this dialogue,1
it hereafter,1
ended as,1
requires haste,1
it requires,1
hence it,1
morning your,1
difficulty and,1
business be,1
sevenone if,1
ended yet,1
greatest but,1
needs the,1
nicer needs,1
commend lord,1
can commend,1
there if,1
dignity that,1
gain in,1
our gain,1
drown our,1
we drown,1
times we,1
other times,1
mightily some,1
losses lord,1
our losses,1
us comforts,1
mightily sometimes,1
heartily sorry,1
verity lord,1
arming of,1
full arming,1
point from,1
confirmations point,1
particular confirmations,1
intelligence lord,1
sevenzero hath,1
place lord,1
rector of,1
the rector,1
confirmed by,1
faithfully confirmed,1
was faithfully,1
come was,1
her office,1
which could,1
great dignity,1
valour hath,1
needful there,1
here acquired,1
than needful,1
hath offered,1
france the,1
morning for,1
will next,1
solemn leave,1
taken a,1
street sir,1
servant sevenzero,1
master servant,1
virtues lord,1
cherished by,1
not cherished,1
despair if,1
would despair,1
our crimes,1
whipped them,1
faults whipped,1
virtues would,1
ill together,1
yarn good,1
mingled yarn,1
a mingled,1
web of,1
ample lord,1
encountered with,1
be encountered,1
home be,1
acquired for,1
it dwell,1
shall let,1
sing happiness,1
sweet constraint,1
to prick,1
thorns to,1
our thorns,1
barely leave,1
you barely,1
roses you,1
our roses,1
us till,1
serve us,1
diana ay,1
service bertram,1
rights of,1
all rights,1
constraint and,1
love own,1
bounty to,1
compell to,1
was compell,1
vows i,1
not strive,1
bertram no,1
such my,1
duty such,1
but duty,1
mother did,1
be bertram,1
bertram so,1
honest diana,1
was honest,1
she then,1
prick ourselves,1
our bareness,1
bareness diana,1
sworn bertram,1
bertram change,1
opinion diana,1
unseal at,1
but unseal,1
conditions but,1
poor conditions,1
are words,1
work against,1
holding to,1
no holding,1
ill this,1
you ill,1
oaths when,1
my oaths,1
you dearly,1
attributes i,1
great attributes,1
god great,1
should swear,1
witness then,1
highest to,1
not holy,1
true what,1
vow true,1
is vow,1
single vow,1
plain single,1
many oaths,1
diana not,1
diana she,1
got bertram,1
was got,1
unto ourselves,1
betray us,1
will soldier,1
muffled till,1
woodcock and,1
rousillon and,1
short alarum,1
guarded a,1
parolles guarded,1
space soldier,1
granted space,1
art granted,1
linta come,1
acordo linta,1
one acordo,1
parolles if,1
faithfully soldier,1
thou faithfully,1
at parolles,1
purposes nay,1
force their,1
their force,1
camp i,1
our camp,1
life soldier,1
inform something,1
thou inform,1
haply thou,1
thee haply,1
gather from,1
all unto,1
ourselves inform,1
self was,1
inform on,1
stern and,1
and stern,1
are cold,1
monument when,1
light not,1
youth light,1
quick fire,1
quality if,1
no quality,1
frame hath,1
addition but,1
with addition,1
worth it,1
and worth,1
titled goddess,1
bertram titled,1
diana diana,1
fontibell bertram,1
was fontibell,1
they told,1
bertram they,1
two florence,1
lock lord,1
safely lock,1
and safely,1
him dark,1
one till,1
sir soldier,1
that lord,1
it change,1
so love,1
integrity knew,1
braid marry,1
frenchmen are,1
since frenchmen,1
buried since,1
am buried,1
dead therefore,1
wife dead,1
oaths he,1
like oaths,1
says all,1
would woo,1
just how,1
mother told,1
live long,1
which live,1
diana for,1
by wooing,1
done diana,1
hope be,1
won a,1
then fail,1
adieu till,1
deeds adieu,1
past deeds,1
our past,1
future our,1
token to,1
may token,1
proceeds may,1
time proceeds,1
so braid,1
maid only,1
ring shall,1
would unjustly,1
tuned his,1
even tuned,1
had even,1
everlasting displeasure,1
incurred the,1
hath incurred,1
especially he,1
sixeight especially,1
shaking off,1
for shaking,1
blame laid,1
worthy blame,1
much worthy,1
has much,1
man lord,1
almost into,1
changed almost,1
he changed,1
the reading,1
for on,1
stings his,1
that stings,1
delivered it,1
have delivered,1
letter lord,1
mother letter,1
three soldiers,1
win diana,1
unjustly win,1
put another,1
when back,1
the crafts,1
lose thus,1
my chastity,1
honour such,1
diana mine,1
lose bertram,1
diana will,1
ring diana,1
forsake ourselves,1
we forsake,1
scarr that,1
a scarr,1
ropes in,1
make ropes,1
men make,1
persever bertram,1
so persever,1
begins shall,1
recover say,1
then recover,1
desires who,1
sick desires,1
my sick,1
thyself unto,1
give thyself,1
more off,1
stand no,1
with stand,1
charge men,1
do charge,1
crafts that,1
chastity the,1
own proper,1
nor speak,1
proper wisdom,1
hour nor,1
remain there,1
bed remain,1
maiden bed,1
yet maiden,1
my yet,1
conquer my,1
have conquer,1
hear now,1
mother shall,1
order take,1
i order,1
my i,1
comes knock,1
midnight comes,1
when midnight,1
diana when,1
bid by,1
be bid,1
honour yea,1
house mine,1
bertram here,1
assault diana,1
vain assault,1
your vain,1
part against,1
champion honour,1
the champion,1
wisdom brings,1
gallant knave,1
matter his,1
ambitious love,1
a dungeon,1
a cloister,1
egg out,1
steal sir,1
honesty soldier,1
valour what,1
answered to,1
dumain you,1
therefore once,1
freely therefore,1
confess freely,1
anywhere so,1
or anywhere,1
stocks or,1
dungeon i,1
live sir,1
his expertness,1
nature let,1
remainder of,1
repent out,1
being many,1
case not,1
looks we,1
general looks,1
perceive sir,1
cat to,1
anything before,1
endure anything,1
soldier lord,1
armipotent soldier,1
manifold linguist,1
cloister for,1
for rapes,1
rapes and,1
and ravishments,1
honesty a,1
thine honesty,1
bertram for,1
has nothing,1
have he,1
has everything,1
honesty he,1
straw i,1
in straw,1
his conditions,1
his about,1
save to,1
harm save,1
does little,1
drunkenness is,1
fool drunkenness,1
think truth,1
volubility that,1
such volubility,1
lie sir,1
hercules he,1
than hercules,1
breaking he,1
oaths in,1
not keeping,1
nessus he,1
parallels nessus,1
he parallels,1
ravishments he,1
the manifold,1
devoted friend,1
your devoted,1
scores he,1
drop gold,1
him drop,1
oaths bid,1
swears oaths,1
rogue bertram,1
damnable rogue,1
bertram damnable,1
finds parolles,1
it finds,1
fry it,1
the fry,1
devours up,1
and devours,1
whale to,1
boy who,1
lascivious boy,1
and lascivious,1
dangerous and,1
young count,1
very honest,1
protest was,1
favour soldier,1
ruttish i,1
very ruttish,1
idle boy,1
foolish idle,1
one count,1
allurement of,1
the allurement,1
he scores,1
never pays,1
forehead bertram,1
score half,1
in forehead,1
rime in,1
this rime,1
army with,1
whipped through,1
ear parolles,1
he vow,1
thine as,1
it thine,1
owe it,1
does owe,1
pays before,1
who pays,1
count of,1
for count,1
kiss for,1
with boys,1
mell with,1
to mell,1
dian told,1
soldier dian,1
pays take,1
well make,1
made match,1
well made,1
match well,1
is match,1
won is,1
half won,1
cat bertram,1
war soldier,1
heels have,1
danger yet,1
nobly held,1
pestiferous reports,1
such pestiferous,1
army and,1
your army,1
discovered the,1
traitorously discovered,1
so traitorously,1
general says,1
taken parolles,1
ambush where,1
an ambush,1
suspected an,1
have suspected,1
this danger,1
parolles faith,1
count have,1
young boy,1
lascivious young,1
that lascivious,1
drums only,1
all drums,1
drumming a,1
more drumming,1
pleasure soldier,1
whisper with,1
i whisper,1
rousillon parolles,1
horse count,1
florentine soldier,1
held can,1
honest use,1
use therefore,1
die come,1
well lord,1
compel it,1
i compel,1
coward i,1
very coward,1
rousillon an,1
in behalf,1
sonnet you,1
the sonnet,1
captain will,1
greeting will,1
what greeting,1
captain what,1
you noble,1
one god,1
captain parolles,1
two god,1
captain bertram,1
morrow noble,1
bertram good,1
here soldier,1
any here,1
unmuffling him,1
dir unmuffling,1
friends stage,1
death parolles,1
head soldier,1
headsman off,1
come headsman,1
saved will,1
cramp parolles,1
on he,1
parolles sir,1
to revolt,1
if gold,1
price i,1
poor price,1
qualities being,1
still bertram,1
cat still,1
redeems him,1
rarity redeems,1
hath villany,1
certain parolles,1
files i,1
of files,1
doubling of,1
the doubling,1
instruct for,1
there called,1
officer at,1
country he,1
except in,1
not except,1
soldiership i,1
his soldiership,1
belie him,1
tragedians belie,1
english tragedians,1
drum before,1
led the,1
has led,1
revolt soldier,1
cardecu he,1
coming on,1
will sell,1
in coming,1
lackey marry,1
any lackey,1
retreat he,1
reputed one,1
is reputed,1
excels his,1
he excels,1
evil he,1
but greater,1
altogether so,1
nest not,1
same nest,1
crow o,1
he soldier,1
or me,1
other captain,1
perpetually parolles,1
it perpetually,1
perpetual succession,1
remainders and,1
all remainders,1
entail from,1
the entail,1
inheritance of,1
the inheritance,1
salvation the,1
his salvation,1
sell the,1
diana to,1
florence one,1
proper maid,1
very poor,1
militarist was,1
gallant militarist,1
is monsieur,1
deceived my,1
this bertram,1
seventhree all,1
will parolles,1
sacrament o,1
the sacrament,1
seventhree do,1
so soldier,1
answer so,1
seventhree shall,1
rogues upon,1
commanders very,1
advertisement to,1
the commanders,1
scattered and,1
all scattered,1
troops are,1
unserviceable the,1
and unserviceable,1
thousand but,1
seventwo five,1
strong what,1
many horse,1
first demand,1
seventwo first,1
note soldier,1
general bids,1
own phrase,1
phrase had,1
whole theorick,1
theorick of,1
no thanks,1
con him,1
i con,1
he very,1
truth parolles,1
thereabouts set,1
true thereabouts,1
said will,1
thousand horse,1
seventhree five,1
neatly lord,1
apparel neatly,1
his apparel,1
wearing his,1
by wearing,1
have everything,1
nor believe,1
clean nor,1
sword clean,1
keeping his,1
for keeping,1
dagger lord,1
chape of,1
the chape,1
practice in,1
his scarf,1
knot of,1
the knot,1
war in,1
general our,1
merciful general,1
chicurmurco lord,1
his confession,1
a bertram,1
me has,1
confessed lord,1
stocks and,1
setting i,1
his setting,1
instant disaster,1
remembrance to,1
friar the,1
supposes to,1
morgan he,1
to morgan,1
confessed himself,1
milk he,1
her milk,1
shed her,1
had shed,1
weeps like,1
understood he,1
stocks carry,1
lordship already,1
himself bertram,1
carry himself,1
he carry,1
long how,1
spurs so,1
his spurs,1
usurping his,1
in usurping,1
seventwo his,1
confession is,1
boblibindo chicurmurco,1
taken and,1
seventwo boblibindo,1
chimurcho soldier,1
bosko chimurcho,1
seventwo bosko,1
more parolles,1
pasty i,1
a pasty,1
pinch me,1
ye pinch,1
constraint if,1
without constraint,1
know without,1
without soldier,1
say without,1
tortures what,1
the tortures,1
tartarossa lord,1
porto tartarossa,1
comes porto,1
hoodman comes,1
seventwo hoodman,1
hush bertram,1
hush hush,1
me hush,1
muffled he,1
soldiers with,1
the patience,1
lordship be,1
face if,1
thanks in,1
nature he,1
he delivers,1
lordship anon,1
and lousy,1
knowledge he,1
parolles upon,1
camp soldier,1
florence camp,1
falls bertram,1
that falls,1
tile that,1
next tile,1
brains are,1
hands though,1
leave hold,1
bertram nay,1
anger stage,1
lifts up,1
